Internal ID,po_id,item_id,qty_ordered,order_date,expected_date,status,supplier_id
5867962,PO8085,3157,25,06/24/2019: 00:00:00,08/25/2019: 00:00:00,Fully Billed,1357
5867962,PO8085,765,25,06/24/2019: 00:00:00,08/25/2019: 00:00:00,Fully Billed,1357
5867962,PO8085,2820,25,06/24/2019: 00:00:00,08/25/2019: 00:00:00,Fully Billed,1357
5873088,PO8086,2966,15,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2693,100,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2685,100,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2695,15,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2686,10,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2694,100,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873088,PO8086,2696,15,06/25/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5873089,PO8087,2825,25,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1335
5873089,PO8087,2749,100,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1335
5873090,PO8088,3249,10,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,2597
5873090,PO8088,3247,10,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,2597
5873090,PO8088,3248,10,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,2597
5873091,PO8089,3246,25,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,2563
5873092,PO8090,673,25,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1362
5873193,PO8091,2780,300,06/25/2019: 00:00:00,07/30/2019: 00:00:00,Fully Billed,1424
5873194,PO8092,3156,25,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1442
5873194,PO8092,3153,100,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1442
5873194,PO8092,3154,25,06/25/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1442
5873595,PO8093,3011,1000,06/25/2019: 00:00:00,08/23/2019: 00:00:00,Fully Billed,1442
5876728,PO8094,5560,2076,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5565,1968,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5682,252,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5683,258,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5325,102,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5649,30,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5648,55,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5686,12,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5936,73,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5685,48,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5556,1596,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5660,125,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5618,185,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5620,53,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5608,400,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5612,200,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5611,400,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5607,1400,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5642,40,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5646,41,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5622,40,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,5679,150,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5876728,PO8094,2995,1,06/26/2019: 00:00:00,06/26/2019: 00:00:00,Fully Billed,3213
5878698,PO8095,339,459,06/26/2019: 00:00:00,06/16/2019: 00:00:00,Fully Billed,1442
5878700,PO8096,339,459,06/26/2019: 00:00:00,06/16/2019: 00:00:00,Fully Billed,1442
5880214,PO8097,358,540,06/26/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5880214,PO8097,361,503,06/26/2019: 00:00:00,07/19/2019: 00:00:00,Fully Billed,1182
5885487,PO8098,1142,440,06/27/2019: 00:00:00,08/17/2019: 00:00:00,Fully Billed,1335
5885487,PO8098,3432,20,06/27/2019: 00:00:00,08/17/2019: 00:00:00,Fully Billed,1335
5889921,PO8099,3071,500,06/28/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1362
5889921,PO8099,3072,500,06/28/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1362
5902140,PO8100,5609,204,07/01/2019: 00:00:00,07/01/2019: 00:00:00,Fully Billed,3210
5902442,PO8101,5607,3300,07/01/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,3210
5902442,PO8101,5569,600,07/01/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,3210
5904271,PO8102,3011,500,07/01/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1442
5904272,PO8103,3071,1000,07/01/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1362
5904598,PO8104,5963,26,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5310,108,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5311,12,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5312,12,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5313,204,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5937,138,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5324,378,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5326,204,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5320,154,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5316,75,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5317,123,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5584,97,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5680,393,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5679,381,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5650,55,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5325,300,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5681,19,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5644,225,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5608,376,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5607,1800,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5642,11,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5611,172,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5609,14,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904598,PO8104,5617,484,07/01/2019: 00:00:00,06/24/2019: 00:00:00,Closed,3213
5904700,PO8105,5611,210,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5639,22,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5612,375,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5633,30,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5946,32,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,2995,1,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,2995,1,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,2995,1,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5641,237,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5607,1218,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5948,51,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5673,6,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5674,6,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5947,39,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5671,36,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5672,30,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5950,80,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5951,196,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5624,150,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5318,3,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5964,23,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5566,108,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,5553,107,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5904700,PO8105,2995,1,07/01/2019: 00:00:00,06/25/2019: 00:00:00,Fully Billed,3213
5912042,PO8106,393,42,07/02/2019: 00:00:00,09/03/2019: 00:00:00,Fully Billed,1442
5912042,PO8106,5127,300,07/02/2019: 00:00:00,09/03/2019: 00:00:00,Fully Billed,1442
5912146,PO8108,393,400,07/02/2019: 00:00:00,09/02/2019: 00:00:00,Fully Billed,1442
5912155,PO8109,5126,300,07/02/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1442
5912157,PO8110,5127,300,07/02/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1442
5912459,PO8111,392,493,07/02/2019: 00:00:00,08/13/2019: 00:00:00,Fully Billed,1442
5912459,PO8111,337,609,07/02/2019: 00:00:00,08/13/2019: 00:00:00,Fully Billed,1442
5915053,PO8112,330,900,07/02/2019: 00:00:00,07/02/2019: 00:00:00,Fully Billed,1116
5915053,PO8112,2990,250,07/02/2019: 00:00:00,07/02/2019: 00:00:00,Fully Billed,1116
5915054,PO8113,331,1330,07/02/2019: 00:00:00,07/02/2019: 00:00:00,Fully Billed,1116
5922699,PO8114,5327,84,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5328,36,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5531,204,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5532,36,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5535,67,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5542,12,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5544,36,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5545,59,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5546,48,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5549,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5550,252,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5551,12,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5552,2124,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5554,156,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5556,90,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5557,105,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5563,12,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5567,6,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5568,258,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5569,195,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5570,68,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5579,4,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5580,2,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5582,19,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5583,6,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5584,3,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5586,34,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5591,56,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5593,8,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5594,8,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5596,3,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5597,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5598,7,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5601,3,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5602,10,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5619,4,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5620,5,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5621,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5622,8,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5623,6,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5626,21,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5632,136,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5634,29,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5643,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5644,33,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5645,35,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5653,60,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5656,68,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5657,56,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5658,42,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5659,60,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5661,36,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5662,24,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5663,2,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5679,150,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5680,120,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5966,13,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,2995,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,2995,1,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922699,PO8114,5548,36,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,3213
5922803,PO8115,389,1640,07/03/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,1335
5922807,PO8116,389,360,07/03/2019: 00:00:00,07/09/2019: 00:00:00,Fully Billed,1335
5923147,PO8117,5567,372,07/03/2019: 00:00:00,07/17/2019: 00:00:00,Closed,3213
5923147,PO8117,5568,512,07/03/2019: 00:00:00,07/17/2019: 00:00:00,Closed,3213
5924583,PO8118,5626,200,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5630,200,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5634,200,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5646,250,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5647,100,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5607,3985,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5609,1200,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5611,500,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5612,500,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5618,600,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924583,PO8118,5610,600,07/03/2019: 00:00:00,08/01/2019: 00:00:00,Fully Billed,3210
5924785,PO8119,5309,600,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5310,864,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5311,1008,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5312,600,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5313,480,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5537,240,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5539,600,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5330,84,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5535,72,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5540,81,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5553,100,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5566,100,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5567,2400,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5568,1800,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5569,600,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5570,600,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5653,40,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5654,40,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5924785,PO8119,5656,52,07/03/2019: 00:00:00,08/10/2019: 00:00:00,Fully Billed,3212
5938607,PO8120,2631,880,07/08/2019: 00:00:00,07/10/2019: 00:00:00,Fully Billed,1182
5938950,PO8121,2574,500,07/08/2019: 00:00:00,07/03/2019: 00:00:00,Fully Billed,1442
5943322,PO8122,504,258,07/09/2019: 00:00:00,07/09/2019: 00:00:00,Fully Billed,1182
5943322,PO8122,351,300,07/09/2019: 00:00:00,07/09/2019: 00:00:00,Fully Billed,1182
5944580,PO8123,389,500,07/09/2019: 00:00:00,10/01/2019: 00:00:00,Fully Billed,1335
5949125,PO8124,2631,780,07/10/2019: 00:00:00,07/06/2019: 00:00:00,Fully Billed,1182
5950823,PO8125,3011,500,07/10/2019: 00:00:00,09/06/2019: 00:00:00,Fully Billed,1442
5950924,PO8126,3108,1000,07/10/2019: 00:00:00,09/06/2019: 00:00:00,Fully Billed,2597
5951027,PO8127,5572,32,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5574,24,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5579,36,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5580,12,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5581,60,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5582,18,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5317,200,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5583,144,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5584,48,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5585,120,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5586,12,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5318,120,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5319,200,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5592,60,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5594,14,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951027,PO8127,5598,40,07/10/2019: 00:00:00,08/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5314,140,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5315,200,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5316,168,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5317,404,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5583,36,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5584,96,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5585,60,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5586,12,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5318,188,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5319,480,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5592,152,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5594,14,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5320,900,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5951128,PO8128,5596,140,07/10/2019: 00:00:00,09/15/2019: 00:00:00,Fully Billed,3211
5954657,PO8129,2631,591,07/11/2019: 00:00:00,07/09/2019: 00:00:00,Fully Billed,1182
5954658,PO8130,3072,1000,07/11/2019: 00:00:00,07/05/2019: 00:00:00,Fully Billed,1362
5956320,PO8131,3046,1000,07/11/2019: 00:00:00,10/01/2019: 00:00:00,Fully Billed,1357
5956320,PO8131,687,5000,07/11/2019: 00:00:00,10/01/2019: 00:00:00,Fully Billed,1357
5960273,PO8132,306,456,07/12/2019: 00:00:00,09/08/2019: 00:00:00,Fully Billed,1424
5960475,PO8133,2631,211,07/12/2019: 00:00:00,09/08/2019: 00:00:00,Fully Billed,1182
5960477,PO8134,2631,287,07/12/2019: 00:00:00,09/08/2019: 00:00:00,Fully Billed,1182
5960477,PO8134,2632,212,07/12/2019: 00:00:00,09/08/2019: 00:00:00,Fully Billed,1182
5960478,PO8135,399,250,07/12/2019: 00:00:00,09/08/2019: 00:00:00,Fully Billed,1442
5960480,PO8136,186,250,07/12/2019: 00:00:00,08/30/2019: 00:00:00,Fully Billed,1182
5970897,PO8137,3108,1000,07/15/2019: 00:00:00,09/13/2019: 00:00:00,Fully Billed,2597
5986875,PO8138,3067,500,07/18/2019: 00:00:00,07/18/2019: 00:00:00,Fully Billed,1357
5986881,PO8139,606,300,07/18/2019: 00:00:00,10/01/2019: 00:00:00,Fully Billed,1442
5994011,PO8140,399,250,07/19/2019: 00:00:00,09/10/2019: 00:00:00,Fully Billed,1442
6003265,PO8141,339,459,07/22/2019: 00:00:00,07/10/2019: 00:00:00,Fully Billed,1442
6008275,PO8142,3009,500,07/23/2019: 00:00:00,09/20/2019: 00:00:00,Fully Billed,1442
6008276,PO8143,3088,686,07/23/2019: 00:00:00,09/20/2019: 00:00:00,Fully Billed,1424
6013402,PO8144,3065,500,07/24/2019: 00:00:00,07/05/2019: 00:00:00,Fully Billed,1357
6014238,PO8145,339,368,07/24/2019: 00:00:00,11/18/2019: 00:00:00,Fully Billed,1442
6020333,PO8146,306,199,07/25/2019: 00:00:00,07/25/2019: 00:00:00,Fully Billed,1424
6020974,PO8147,2631,780,07/25/2019: 00:00:00,07/26/2019: 00:00:00,Fully Billed,1182
6025851,PO8148,339,459,07/26/2019: 00:00:00,07/15/2019: 00:00:00,Fully Billed,1442
