item_id,snapshot_date,item_name,category,criticality_level,supplier_id,supplier_name,current_on_hand,safety_stock,reorder_point,moq,holding_cost,stockout_penalty,avg_lead_time_days,reliability_score,variability_index,avg_daily_demand,demand_std_dev,total_recent_demand,demand_variability_class,open_sales_order_qty,open_purchase_order_qty,next_po_arrival_date,days_until_next_po_arrival,net_available_inventory,days_of_supply,lead_time_demand,lead_time_class,supplier_reliability_class,stockout_risk_class,stockout_risk_probability,forecast_demand_next_period,feature_notes
2927,2026-03-08,RM14-HK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",56,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,2.0,low,0.0,400.0,,,456.0,456.0,120.0,long,high,Low,0.00034213922035571196,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2928,2026-03-08,RM18-HK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",22,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,1.0,low,0.0,505.0,,,527.0,527.0,120.0,long,high,Low,0.0002358209957968672,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2937,2026-03-08,RM20-HK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,727.0,,,727.0,999.0,0.0,long,high,Low,3.3563772264117185e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2938,2026-03-08,RM-THR-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",53,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,4.0,low,1.0,500.0,,,552.0,552.0,120.0,long,high,Low,0.00020314079381171011,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2939,2026-03-08,RM-UHP-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",38,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,2.0,low,0.0,725.0,,,763.0,763.0,120.0,long,high,Low,4.140882601466932e-05,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2941,2026-03-08,RM-WK10-1,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,0.0,999.0,0.0,long,high,Low,3.2770019659521374e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2942,2026-03-08,RM-TWK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",23,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,302.0,,,325.0,999.0,0.0,long,high,Low,3.3121579467461775e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2944,2026-03-08,RM16-RAK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,3.0,low,0.0,830.0,,,830.0,830.0,120.0,long,high,Low,2.198587368693975e-05,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2945,2026-03-08,RM18-RAK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",58,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,10.0,low,1.0,710.0,,,767.0,767.0,120.0,long,high,Low,3.989639511301956e-05,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2954,2026-03-08,PS43-CASK,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",23,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,25.0,,,48.0,999.0,0.0,long,high,Low,3.2815877730534483e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2965,2026-03-08,LS-SLK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",5,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,5.0,999.0,0.0,long,high,Low,3.277491187494598e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2972,2026-03-08,BVM22-CBK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",16,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.3636363636363635,0.504524979109513,15.0,low,0.0,675.0,,,691.0,506.73333333333335,163.63636363636363,long,high,Low,0.0002660357822099617,40.90909090909091,Inventory position currently adequate relative to projected demand and replenishment window.
2983,2026-03-08,RB85821,Mower Blade,med,3029,"Kingxxel Tools Co., Ltd",0,250,250,500,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,30.0,,,30.0,999.0,0.0,long,high,Low,3.280340887003278e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2985,2026-03-08,SN1416-BELT,Part,high,1913,Taizhou Oute Tools Manufacturing Co. Ltd,164,1000,1000,1000,0.02,0.0,120.0,1.0,10.0,1.0,0.0,1.0,low,146.0,1712.0,,,1730.0,1730.0,120.0,long,high,Low,1.0730668069913206e-11,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
2414,2026-03-08,SAMPLE,Misc.,low,3514,Jiaxing Yat Trading Co. Ltd,15858,500,532,500,0.02,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,3.0,,,15861.0,999.0,0.0,long,high,Low,6.168116680409903e-42,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
2998,2026-03-08,ST9-SC,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",93,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,3.0,0.0,3.0,low,0.0,200.0,,,293.0,97.66666666666667,360.0,long,high,Low,0.0007809603165394384,90.0,Inventory position currently adequate relative to projected demand and replenishment window.
3011,2026-03-08,LPHT12022,Hedge Trimmer,high,1972,Ningbo E-Tech Electrical Industrial Co. Ltd,1448,1000,1001,500,1.12,0.0,120.0,1.0,10.0,1.1022727272727273,0.9594032236002469,97.0,med,2.0,41180.0,,,42626.0,38671.01030927835,132.27272727272728,long,high,Low,0.0,33.06818181818182,Inventory position currently adequate relative to projected demand and replenishment window.
3014,2026-03-08,RM-HA,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",9,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,175.0,,,184.0,999.0,0.0,long,high,Low,3.297243078805622e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3039,2026-03-08,BL82040,Battery,high,2053,Zhejiang Top Power Technology,0,1000,1000,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,6.0,low,0.0,800.0,,,800.0,800.0,120.0,long,high,Low,2.9422426016411368e-05,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3041,2026-03-08,CHL84000,Battery Charger,high,2053,Zhejiang Top Power Technology,47,1000,1000,500,0.15,0.0,120.0,1.0,10.0,1.0,0.0,4.0,low,1.0,560.0,,,606.0,606.0,120.0,long,high,Low,0.00014334490419678144,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3045,2026-03-08,BL85040,Battery,high,2053,Zhejiang Top Power Technology,0,1000,1000,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,550.0,,,550.0,999.0,0.0,long,high,Low,3.3373546301907903e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3072,2026-03-08,LSS10272PS,Shrub Sheer,high,44831,Ducar Technology Company Limited,559,1000,1001,500,0.25,0.0,90.0,1.0,15.0,28.22222222222222,141.4508159514583,762.0,high,1169.0,29065.0,,,28455.0,1008.248031496063,2540.0,medium,high,High,0.9999998130764173,846.6666666666666,High projected stockout exposure based on inventory position and lead-time demand.
3073,2026-03-08,PR17215S,Pruner,high,44831,Ducar Technology Company Limited,180,1000,1000,500,0.25,0.0,90.0,1.0,15.0,1.7171717171717171,4.967322614850806,170.0,high,139.0,25188.0,,,25229.0,14692.182352941178,154.54545454545453,medium,high,Low,0.0,51.515151515151516,Inventory position currently adequate relative to projected demand and replenishment window.
3074,2026-03-08,PR17216PS,Hedge Trimmer,high,1972,Ningbo E-Tech Electrical Industrial Co. Ltd,208,1000,1000,500,1.12,0.0,120.0,1.0,10.0,1.0217391304347827,0.14744195615489716,47.0,low,1.0,13964.0,,,14171.0,13869.489361702126,122.60869565217392,long,high,Low,0.0,30.65217391304348,Inventory position currently adequate relative to projected demand and replenishment window.
3088,2026-03-08,50514,Mower,high,44801,"Chongqing Dajiang Power Equipment Co., Ltd. (Ducar)",45,1000,1000,500,1.5,0.0,90.0,1.0,15.0,1.0,0.0,5.0,low,500.0,61108.0,,,60653.0,60653.0,90.0,medium,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3094,2026-03-08,PS44008,Pole Saw,high,44830,"Shenzhen Lidewei Supply Chain Co., Ltd",162,1000,1000,500,1.12,0.0,120.0,1.0,10.0,1.0,0.0,62.0,low,0.0,7621.0,,,7783.0,7783.0,120.0,long,high,Low,6.138405997600054e-180,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3108,2026-03-08,PS45010S,Pole Saw,high,44830,"Shenzhen Lidewei Supply Chain Co., Ltd",1958,1000,1002,500,1.12,0.0,120.0,1.0,10.0,1.0,0.0,44.0,low,12.0,59412.0,,,61358.0,61358.0,120.0,long,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3112,2026-03-08,CVPS43010MW,Pole Saw,high,44830,"Shenzhen Lidewei Supply Chain Co., Ltd",0,1000,1000,500,1.12,0.0,120.0,1.0,10.0,590.0,0.0,590.0,low,0.0,9066.0,,,9066.0,15.366101694915255,70800.0,long,high,High,1.0,17700.0,High projected stockout exposure based on inventory position and lead-time demand.
3154,2026-03-08,ED-HHK,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,55.0,,,55.0,999.0,0.0,long,high,Low,3.2831192788253292e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3186,2026-03-08,RTC105S-TK,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",7,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,20.0,,,27.0,999.0,0.0,long,high,Low,3.279898104262592e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3247,2026-03-08,PS0810-PAK-1,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,35.0,,,35.0,999.0,0.0,long,high,Low,3.280896859857497e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3248,2026-03-08,PS0810-RHK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",2,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,45.0,,,47.0,999.0,0.0,long,high,Low,3.2822103861478067e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3249,2026-03-08,PS0810-SCA-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",6,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,35.0,,,41.0,999.0,0.0,long,high,Low,3.2814771316868433e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3331,2026-03-08,BL14-CBK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",218,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,400.0,,,618.0,999.0,0.0,long,high,Low,3.291645742635372e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3336,2026-03-08,LSS-GSA,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",14,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,1.75,0.5,7.0,low,1.0,750.0,,,763.0,436.0,210.0,long,high,Low,0.00037964451530169286,52.5,Inventory position currently adequate relative to projected demand and replenishment window.
3337,2026-03-08,LSS-HTA,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",1,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,75.0,,,76.0,999.0,0.0,long,high,Low,3.2854413839598677e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3338,2026-03-08,LSS-PAK,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,60.0,,,60.0,999.0,0.0,long,high,Low,3.283674514921649e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3339,2026-03-08,CHL90072,Battery Charger,high,2053,Zhejiang Top Power Technology,19,1000,1000,500,0.15,0.0,120.0,1.0,10.0,1.0,0.0,41.0,low,1.0,1600.0,,,1618.0,1618.0,120.0,long,high,Low,1.2308068857377653e-10,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3432,2026-03-08,CVPS43-THK-1,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",71,250,250,1000,0.5,0.0,120.0,1.0,10.0,1.0,0.0,3.0,low,0.0,420.0,,,491.0,491.0,120.0,long,high,Low,0.00028695751117007075,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
3434,2026-03-08,RTC70020/25-TK-1,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,10.0,,,10.0,999.0,0.0,long,high,Low,3.278115526338515e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3441,2026-03-08,CHL82000,Battery Charger,high,2053,Zhejiang Top Power Technology,3434,1000,1003,500,0.15,0.0,120.0,1.0,10.0,1.0446428571428572,0.28119413502088114,117.0,low,6.0,2420.0,,,5848.0,5598.08547008547,125.35714285714286,long,high,Low,1.340216631706253e-95,31.339285714285715,Inventory position currently adequate relative to projected demand and replenishment window.
3510,2026-03-08,LS21/26-HK,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1200.0,,,1200.0,999.0,0.0,long,high,Low,3.4062043988655247e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
3517,2026-03-08,TCT-70016-1,Part,med,1913,Taizhou Oute Tools Manufacturing Co. Ltd,10,250,250,1000,0.02,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,35.0,,,45.0,999.0,0.0,long,high,Low,3.28182083488237e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5127,2026-03-08,SN74022,Snow Thrower,high,1977,"Cixi Huazhijie Plastic Product Co., Ltd",0,1000,1000,500,1.62,0.0,120.0,1.0,10.0,1.0,0.0,26.0,low,0.0,2698.0,,,2698.0,2698.0,120.0,long,high,Low,7.217833927743657e-24,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5309,2026-03-08,100,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",433,1000,1000,500,0.25,0.0,120.0,1.0,10.0,1.125,0.5860431741277665,117.0,med,6.0,18392.0,,,18819.0,16728.0,135.0,long,high,Low,0.0,33.75,Inventory position currently adequate relative to projected demand and replenishment window.
5310,2026-03-08,101,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",42,1000,1000,500,0.25,0.0,120.0,1.0,10.0,4.75,2.5,19.0,med,0.0,9336.0,,,9378.0,1974.3157894736842,570.0,long,high,Low,3.5753270784922284e-14,142.5,Inventory position currently adequate relative to projected demand and replenishment window.
5311,2026-03-08,102,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",2690,1000,1003,500,0.25,0.0,120.0,1.0,10.0,1.3333333333333333,1.5564196876885175,136.0,high,410.0,31292.0,,,33572.0,25179.0,160.0,long,high,Low,0.0,40.0,Inventory position currently adequate relative to projected demand and replenishment window.
5312,2026-03-08,103,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",494,1000,1000,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,5.0,low,0.0,7800.0,,,8294.0,8294.0,120.0,long,high,Low,3.325461299831938e-204,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5313,2026-03-08,106,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",403,250,252,500,0.25,0.0,120.0,1.0,10.0,9.0,4.242640687119285,18.0,low,0.0,5928.0,,,6331.0,703.4444444444445,1080.0,long,high,Low,7.582673805485801e-05,270.0,Inventory position currently adequate relative to projected demand and replenishment window.
5314,2026-03-08,200,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",4,1000,1000,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,4046.0,,,4050.0,999.0,0.0,long,high,Low,3.6710112489021505e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5317,2026-03-08,203,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,7,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,6.0,low,0.0,11344.0,,,11351.0,11351.0,120.0,long,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5319,2026-03-08,205,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,250,250,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,8120.0,,,8120.0,999.0,0.0,long,high,Low,3.919372352157573e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5322,2026-03-08,208,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,438.0,,,438.0,999.0,0.0,long,high,Low,3.32521512627125e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5323,2026-03-08,212,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,2658.0,,,2658.0,999.0,0.0,long,high,Low,3.5497639887755113e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5329,2026-03-08,10011,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",0,1000,1000,500,0.25,0.0,120.0,1.0,10.0,1.1111111111111112,0.3333333333333333,10.0,low,133.0,5548.0,,,5415.0,4873.5,133.33333333333334,long,high,Low,1.0381529164847761e-71,33.333333333333336,Inventory position currently adequate relative to projected demand and replenishment window.
5330,2026-03-08,10023,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",222,500,500,500,0.25,0.0,120.0,1.0,10.0,6.0,0.0,6.0,low,12.0,1801.0,,,2011.0,335.1666666666667,720.0,long,high,Low,0.000565311363953477,180.0,Inventory position currently adequate relative to projected demand and replenishment window.
5534,2026-03-08,10111,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",0,250,250,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,85.0,3744.0,,,3659.0,999.0,0.0,long,high,Low,3.5562918577202285e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5535,2026-03-08,10123,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",328,500,501,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,1.0,low,12.0,1207.0,,,1523.0,1523.0,120.0,long,high,Low,7.995169295820367e-10,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5536,2026-03-08,10201,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",5,1000,1000,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,2491.0,,,2496.0,999.0,0.0,long,high,Low,3.534601592302051e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5539,2026-03-08,10211,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",0,1000,1000,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,73.0,9890.0,,,9817.0,999.0,0.0,long,high,Low,3.882664766740268e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5540,2026-03-08,10223,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",45,250,250,500,0.25,0.0,120.0,1.0,10.0,11.0,0.0,11.0,low,14.0,1309.0,,,1340.0,121.81818181818181,1320.0,long,high,Low,0.00080706629224403,330.0,Inventory position currently adequate relative to projected demand and replenishment window.
5544,2026-03-08,10311,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",432,500,501,500,0.25,0.0,120.0,1.0,10.0,1.2,0.4472135954999579,6.0,low,61.0,2394.0,,,2765.0,2304.166666666667,144.0,long,high,Low,2.9023108029861023e-18,36.0,Inventory position currently adequate relative to projected demand and replenishment window.
5545,2026-03-08,10323,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",55,500,500,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,12.0,603.0,,,646.0,999.0,0.0,long,high,Low,3.3268090764397668e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5548,2026-03-08,10611,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",328,250,251,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,3.0,low,74.0,2325.0,,,2579.0,2579.0,120.0,long,high,Low,4.303741038892682e-22,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5549,2026-03-08,10623,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",86,500,500,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,555.0,,,641.0,999.0,0.0,long,high,Low,3.3385770045894923e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5552,2026-03-08,15011,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",1008,1000,1001,500,0.25,0.0,120.0,1.0,10.0,1.5,0.7071067811865476,3.0,low,218.0,6774.0,,,7564.0,5042.666666666667,180.0,long,high,Low,9.852003842135055e-77,45.0,Inventory position currently adequate relative to projected demand and replenishment window.
5553,2026-03-08,15020,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",474,250,252,500,0.25,0.0,120.0,1.0,10.0,8.571428571428571,12.177262183500622,60.0,high,3.0,4223.0,,,4694.0,547.6333333333333,1028.5714285714284,long,high,Low,0.00022329890644283827,257.1428571428571,Inventory position currently adequate relative to projected demand and replenishment window.
5556,2026-03-08,15211,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",272,1000,1000,500,0.25,0.0,120.0,1.0,10.0,8.6,4.979959839195493,43.0,med,50.0,4967.0,,,5189.0,603.3720930232558,1032.0,long,high,Low,0.00015966895985187018,258.0,Inventory position currently adequate relative to projected demand and replenishment window.
5557,2026-03-08,15220,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",207,500,500,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,1.0,low,0.0,1962.0,,,2169.0,2169.0,120.0,long,high,Low,1.6047884921675367e-16,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5560,2026-03-08,15311,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",654,1000,1001,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,5.0,low,27.0,2638.0,,,3265.0,3265.0,120.0,long,high,Low,1.1303890046067138e-33,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5561,2026-03-08,15320,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",287,500,501,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1436.0,,,1723.0,999.0,0.0,long,high,Low,3.3670194549628073e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5565,2026-03-08,15611,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",719,1000,1001,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,4.0,low,134.0,3011.0,,,3596.0,3596.0,120.0,long,high,Low,2.892537101078348e-40,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5566,2026-03-08,15620,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",348,250,251,500,0.25,0.0,120.0,1.0,10.0,1.0,0.0,1.0,low,1.0,1758.0,,,2105.0,2105.0,120.0,long,high,Low,9.335607146710294e-16,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5567,2026-03-08,16011,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",5189,1000,1005,500,0.25,0.0,120.0,1.0,10.0,20.984126984126984,63.26072319237526,1322.0,high,931.0,118748.0,,,123006.0,5861.85930408472,2518.095238095238,long,high,Low,1.6712460103627053e-113,629.5238095238095,Inventory position currently adequate relative to projected demand and replenishment window.
5568,2026-03-08,16211,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",4254,1000,1004,500,0.25,0.0,120.0,1.0,10.0,4.6923076923076925,9.877454255227029,61.0,high,903.0,49728.0,,,53079.0,11311.918032786885,563.0769230769231,long,high,Low,0.0,140.76923076923077,Inventory position currently adequate relative to projected demand and replenishment window.
5569,2026-03-08,17011,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",1853,1000,1002,500,0.25,0.0,120.0,1.0,10.0,208.11111111111111,1167.2149949535624,7492.0,high,503.0,228892.0,,,230242.0,1106.3416978109983,24973.333333333332,long,high,Low,1.3254352047055935e-51,6243.333333333333,Inventory position currently adequate relative to projected demand and replenishment window.
5570,2026-03-08,17211,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",1790,1000,1002,500,0.25,0.0,120.0,1.0,10.0,6.0,26.148778569746902,354.0,high,222.0,12461.0,,,14029.0,2338.1666666666665,720.0,long,high,Low,4.740180720829102e-19,180.0,Inventory position currently adequate relative to projected demand and replenishment window.
5572,2026-03-08,20002,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,250,250,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,144.0,,,144.0,999.0,0.0,long,high,Low,3.2929803175589123e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5582,2026-03-08,20223,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,148.0,,,148.0,999.0,0.0,long,high,Low,3.2934224028092644e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5597,2026-03-08,20611,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,5,1000,1000,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,253.0,,,258.0,999.0,0.0,long,high,Low,3.3054799505922495e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5601,2026-03-08,20811,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,20,1000,1000,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,104.0,,,124.0,999.0,0.0,long,high,Low,3.2901834444438698e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5602,2026-03-08,20823,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,162.0,,,162.0,999.0,0.0,long,high,Low,3.2949689471158007e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
